StudentID,Name,Age,Grade,Mathematics,Science,English,Hindi,Sanskrit,Social Science,PreferredSubjects,WeakSubjects,LearningStyle,Hobbies,CareerInterest
156,Student_156,16,10,91,48,55,97,90,85,"['SocialStudies', 'Sanskrit']","['Mathematics', 'Science', 'English', 'Hindi']",Kinesthetic,"['Reading', 'Sports', 'Dance']",Doctor
157,Student_157,16,8,70,63,44,69,54,94,"['Sanskrit', 'Mathematics', 'Hindi']","['Science', 'English', 'SocialStudies']",Auditory,['Sports'],Entrepreneur
158,Student_158,16,9,56,72,65,54,95,98,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Arts', 'Dance']",Scientist
159,Student_159,15,8,75,83,93,98,96,71,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Music', 'Sports', 'Technology']",Engineer
160,Student_160,15,9,67,92,51,44,77,65,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,['Technology'],Entrepreneur
161,Student_161,14,10,72,64,59,44,92,53,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Music', 'Reading', 'Sports']",Engineer
162,Student_162,14,9,92,62,67,40,52,97,"['Science', 'English']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Arts'],Doctor
163,Student_163,15,10,91,98,87,82,90,54,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Reading', 'Sports', 'Dance']",Engineer
164,Student_164,14,8,82,44,78,42,64,45,"['Science', 'English']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Reading', 'Writing', 'Technology']",Teacher
165,Student_165,14,8,96,85,80,95,99,61,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Arts', 'Writing', 'Dance']",Scientist
166,Student_166,14,9,70,50,88,71,91,87,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Sports', 'Dance']",Government Services
167,Student_167,16,8,65,74,90,65,76,88,"['Science', 'SocialStudies']","['Mathematics', 'English', 'Hindi', 'Sanskrit']",Logical,['Reading'],Doctor
168,Student_168,16,9,58,42,48,78,83,77,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Visual,['Arts'],Doctor
169,Student_169,15,8,79,91,82,94,44,99,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Visual,"['Writing', 'Technology']",Government Services
170,Student_170,16,9,45,98,74,40,60,82,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Kinesthetic,"['Dance', 'Music']",Entrepreneur
171,Student_171,15,10,43,66,60,67,76,96,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Auditory,"['Arts', 'Dance']",Scientist
172,Student_172,15,10,68,79,41,96,91,62,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Technology', 'Dance']",Doctor
173,Student_173,15,8,60,50,88,69,51,86,"['Hindi', 'Mathematics']","['Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,"['Sports', 'Reading', 'Music']",Doctor
174,Student_174,14,9,62,84,63,43,67,55,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Reading', 'Music']",Teacher
175,Student_175,16,9,57,77,65,89,87,64,"['Sanskrit', 'English']","['Mathematics', 'Science', 'Hindi', 'SocialStudies']",Auditory,"['Technology', 'Music', 'Sports']",Teacher
176,Student_176,15,8,43,88,52,95,61,51,"['Sanskrit', 'Science', 'English']","['Mathematics', 'Hindi', 'SocialStudies']",Logical,"['Dance', 'Sports']",Entrepreneur
177,Student_177,15,10,43,89,66,85,99,56,"['Hindi', 'Science', 'Mathematics']","['English', 'Sanskrit', 'SocialStudies']",Visual,['Dance'],Engineer
178,Student_178,16,9,74,98,88,97,83,68,"['Mathematics', 'Hindi', 'English']","['Science', 'Sanskrit', 'SocialStudies']",Visual,"['Technology', 'Dance', 'Reading']",Government Services
179,Student_179,16,9,64,94,77,42,91,42,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Auditory,['Technology'],Doctor
180,Student_180,14,9,94,77,69,98,75,64,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,"['Arts', 'Dance']",Entrepreneur
181,Student_181,16,9,65,80,79,50,100,90,"['SocialStudies', 'Hindi', 'English']","['Mathematics', 'Science', 'Sanskrit']",Visual,"['Dance', 'Technology', 'Music']",Entrepreneur
182,Student_182,14,9,58,85,75,54,70,86,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Auditory,"['Reading', 'Sports']",Teacher
183,Student_183,16,10,75,54,45,88,82,56,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,['Technology'],Artist
184,Student_184,14,8,73,71,65,60,67,52,"['Sanskrit', 'English', 'Hindi']","['Mathematics', 'Science', 'SocialStudies']",Auditory,"['Sports', 'Dance', 'Reading']",Doctor
185,Student_185,14,9,86,72,58,51,47,96,"['English', 'SocialStudies']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Auditory,"['Technology', 'Writing']",Scientist
186,Student_186,15,10,100,77,63,99,81,52,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Sports'],Artist
187,Student_187,15,10,60,63,75,41,61,88,"['Science', 'Hindi']","['Mathematics', 'English', 'Sanskrit', 'SocialStudies']",Logical,"['Sports', 'Music', 'Arts']",Scientist
188,Student_188,14,8,52,90,80,97,50,67,"['SocialStudies', 'English', 'Mathematics']","['Science', 'Hindi', 'Sanskrit']",Kinesthetic,"['Reading', 'Music']",Scientist
189,Student_189,16,10,44,44,50,79,67,85,"['Sanskrit', 'Mathematics', 'Science']","['English', 'Hindi', 'SocialStudies']",Logical,"['Arts', 'Dance']",Artist
190,Student_190,16,8,85,93,88,46,84,99,"['Sanskrit', 'Science', 'SocialStudies']","['Mathematics', 'English', 'Hindi']",Kinesthetic,"['Dance', 'Writing', 'Sports']",Scientist
191,Student_191,16,10,53,51,68,57,52,100,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Visual,"['Arts', 'Music']",Engineer
192,Student_192,16,8,78,56,79,86,98,42,"['Hindi', 'Sanskrit']","['Mathematics', 'Science', 'English', 'SocialStudies']",Logical,"['Arts', 'Music']",Scientist
193,Student_193,14,9,65,94,53,71,56,49,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Writing', 'Sports', 'Dance']",Artist
194,Student_194,15,9,75,41,62,83,72,50,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Sports', 'Writing', 'Dance']",Government Services
195,Student_195,15,9,40,87,100,63,55,41,"['Science', 'Mathematics']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Arts', 'Reading']",Artist
196,Student_196,16,8,58,57,71,81,43,86,"['Sanskrit', 'English', 'SocialStudies']","['Mathematics', 'Science', 'Hindi']",Kinesthetic,"['Sports', 'Reading', 'Arts']",Artist
197,Student_197,14,8,62,66,72,49,51,49,"['English', 'Mathematics', 'Science']","['Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Writing', 'Arts']",Engineer
198,Student_198,14,10,49,70,88,77,73,53,"['English', 'Science']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,['Sports'],Engineer
199,Student_199,14,8,63,45,64,66,49,82,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Auditory,['Sports'],Entrepreneur
200,Student_200,16,10,92,57,67,87,41,46,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,"['Technology', 'Writing', 'Arts']",Teacher
201,Student_201,16,8,47,99,76,66,90,53,"['Hindi', 'Mathematics']","['Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Technology', 'Sports']",Teacher
202,Student_202,16,10,80,91,69,53,61,53,"['English', 'Hindi']","['Mathematics', 'Science', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Technology', 'Sports']",Artist
203,Student_203,14,8,82,78,52,85,47,87,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Writing', 'Dance', 'Arts']",Scientist
204,Student_204,16,10,96,92,68,51,95,47,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Auditory,['Arts'],Government Services
205,Student_205,16,10,74,56,53,57,47,48,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,['Reading'],Entrepreneur
206,Student_206,14,10,56,46,62,72,50,55,"['English', 'Sanskrit', 'Mathematics']","['Science', 'Hindi', 'SocialStudies']",Auditory,"['Technology', 'Dance']",Entrepreneur
207,Student_207,16,10,44,55,99,77,58,41,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Dance', 'Sports']",Teacher
208,Student_208,14,10,93,60,43,91,88,47,"['Hindi', 'Science']","['Mathematics', 'English', 'Sanskrit', 'SocialStudies']",Auditory,"['Reading', 'Sports', 'Music']",Doctor
209,Student_209,14,10,80,48,49,44,88,74,"['SocialStudies', 'English', 'Science']","['Mathematics', 'Hindi', 'Sanskrit']",Auditory,"['Dance', 'Arts']",Doctor
210,Student_210,15,8,59,95,62,43,52,90,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Logical,['Technology'],Engineer
211,Student_211,16,10,45,79,47,55,90,78,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Dance', 'Reading', 'Music']",Entrepreneur
212,Student_212,16,10,61,54,60,83,63,74,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Logical,['Dance'],Scientist
213,Student_213,15,9,59,77,92,99,53,82,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Visual,['Reading'],Teacher
214,Student_214,15,10,85,84,78,41,46,98,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Kinesthetic,"['Sports', 'Reading']",Government Services
215,Student_215,14,8,80,90,69,99,56,71,"['Mathematics', 'Science']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Dance'],Government Services
216,Student_216,16,8,79,67,45,54,70,91,"['English', 'Hindi', 'Science']","['Mathematics', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Writing', 'Music', 'Sports']",Artist
217,Student_217,15,9,71,64,72,97,78,59,"['Sanskrit', 'SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi']",Visual,"['Arts', 'Sports', 'Music']",Teacher
218,Student_218,14,9,93,42,74,93,57,88,"['SocialStudies', 'Sanskrit']","['Mathematics', 'Science', 'English', 'Hindi']",Visual,"['Sports', 'Music']",Government Services
219,Student_219,16,10,91,44,91,41,100,51,"['Hindi', 'Mathematics']","['Science', 'English', 'Sanskrit', 'SocialStudies']",Auditory,"['Technology', 'Sports']",Government Services
220,Student_220,14,8,56,66,64,76,74,69,"['Sanskrit', 'SocialStudies', 'Hindi']","['Mathematics', 'Science', 'English']",Kinesthetic,['Reading'],Doctor
221,Student_221,16,10,87,46,64,68,78,98,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Visual,"['Arts', 'Technology', 'Reading']",Doctor
222,Student_222,16,8,82,84,61,58,73,96,"['Sanskrit', 'Mathematics', 'SocialStudies']","['Science', 'English', 'Hindi']",Logical,['Sports'],Scientist
223,Student_223,14,9,64,86,95,75,96,70,"['SocialStudies', 'Science', 'English']","['Mathematics', 'Hindi', 'Sanskrit']",Auditory,"['Music', 'Reading', 'Dance']",Engineer
224,Student_224,14,10,92,76,99,51,88,72,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Dance', 'Arts', 'Reading']",Engineer
225,Student_225,15,8,94,89,54,68,62,45,"['Hindi', 'Mathematics', 'English']","['Science', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Dance'],Teacher
226,Student_226,16,10,52,54,82,83,85,77,"['SocialStudies', 'Science', 'English']","['Mathematics', 'Hindi', 'Sanskrit']",Auditory,['Reading'],Scientist
227,Student_227,14,9,48,67,56,83,84,50,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Kinesthetic,['Music'],Engineer
228,Student_228,14,9,51,80,77,55,58,92,"['Hindi', 'Mathematics', 'English']","['Science', 'Sanskrit', 'SocialStudies']",Logical,"['Sports', 'Music']",Scientist
229,Student_229,14,8,41,42,96,86,64,40,"['Hindi', 'Mathematics']","['Science', 'English', 'Sanskrit', 'SocialStudies']",Logical,"['Writing', 'Reading', 'Arts']",Teacher
230,Student_230,16,9,40,90,89,46,58,84,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Auditory,"['Dance', 'Arts', 'Writing']",Scientist
231,Student_231,16,9,90,54,85,82,40,79,"['Science', 'Mathematics', 'Sanskrit']","['English', 'Hindi', 'SocialStudies']",Kinesthetic,"['Reading', 'Music', 'Dance']",Government Services
232,Student_232,14,10,61,77,42,100,69,95,"['Science', 'English']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Music'],Entrepreneur
233,Student_233,15,8,72,44,63,62,74,46,"['Science', 'Hindi']","['Mathematics', 'English', 'Sanskrit', 'SocialStudies']",Logical,"['Writing', 'Reading', 'Arts']",Doctor
234,Student_234,15,8,51,96,46,78,72,77,"['Sanskrit', 'English']","['Mathematics', 'Science', 'Hindi', 'SocialStudies']",Logical,"['Dance', 'Reading']",Scientist
235,Student_235,16,10,84,89,56,72,62,60,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,['Writing'],Scientist
236,Student_236,14,8,100,95,77,84,71,62,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,['Sports'],Artist
237,Student_237,15,8,85,55,92,47,95,45,"['Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Hindi']",Logical,"['Technology', 'Dance']",Engineer
238,Student_238,16,8,49,55,40,59,65,45,"['Science', 'Sanskrit']","['Mathematics', 'English', 'Hindi', 'SocialStudies']",Logical,"['Arts', 'Writing', 'Sports']",Government Services
239,Student_239,15,10,53,46,81,70,53,73,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,"['Technology', 'Writing']",Government Services
240,Student_240,15,8,49,96,57,55,82,74,"['Mathematics', 'Science']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Technology', 'Arts']",Entrepreneur
241,Student_241,15,9,76,58,64,92,80,71,"['Mathematics', 'SocialStudies']","['Science', 'English', 'Hindi', 'Sanskrit']",Kinesthetic,"['Reading', 'Writing', 'Sports']",Entrepreneur
242,Student_242,16,10,86,61,46,75,100,59,"['Sanskrit', 'English', 'Science']","['Mathematics', 'Hindi', 'SocialStudies']",Auditory,"['Dance', 'Arts', 'Writing']",Teacher
243,Student_243,15,10,98,48,88,79,86,86,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Auditory,['Arts'],Engineer
244,Student_244,16,8,50,49,74,99,45,85,"['Science', 'Hindi']","['Mathematics', 'English', 'Sanskrit', 'SocialStudies']",Visual,"['Sports', 'Music', 'Dance']",Entrepreneur
245,Student_245,14,10,58,52,48,54,73,63,"['Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Hindi']",Kinesthetic,['Dance'],Artist
246,Student_246,16,8,57,93,84,92,85,40,"['English', 'SocialStudies']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Kinesthetic,['Technology'],Teacher
247,Student_247,15,9,92,47,48,68,53,57,"['English', 'Science']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Music', 'Arts', 'Dance']",Doctor
248,Student_248,16,8,67,92,48,85,46,84,"['Sanskrit', 'Mathematics']","['Science', 'English', 'Hindi', 'SocialStudies']",Logical,"['Arts', 'Music']",Engineer
249,Student_249,14,9,56,43,46,68,98,63,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Music', 'Technology']",Artist
250,Student_250,16,10,44,52,44,55,42,52,"['Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Hindi']",Kinesthetic,"['Sports', 'Writing']",Doctor
251,Student_251,16,9,78,69,58,77,62,64,"['Mathematics', 'Science']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Technology', 'Reading', 'Writing']",Entrepreneur
252,Student_252,14,8,89,43,40,50,55,72,"['Sanskrit', 'English', 'SocialStudies']","['Mathematics', 'Science', 'Hindi']",Visual,"['Music', 'Writing', 'Technology']",Teacher
253,Student_253,16,9,40,52,51,47,89,62,"['English', 'Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'Hindi']",Visual,"['Technology', 'Music', 'Sports']",Government Services
254,Student_254,16,9,46,93,44,58,95,88,"['Science', 'English', 'SocialStudies']","['Mathematics', 'Hindi', 'Sanskrit']",Auditory,"['Technology', 'Dance', 'Sports']",Entrepreneur
255,Student_255,14,8,54,63,52,68,54,55,"['English', 'Science', 'SocialStudies']","['Mathematics', 'Hindi', 'Sanskrit']",Visual,['Arts'],Scientist
256,Student_256,14,9,64,70,50,66,43,43,"['English', 'Sanskrit', 'Science']","['Mathematics', 'Hindi', 'SocialStudies']",Visual,"['Reading', 'Writing']",Doctor
257,Student_257,16,10,82,48,63,69,78,98,"['Hindi', 'English', 'Mathematics']","['Science', 'Sanskrit', 'SocialStudies']",Visual,"['Sports', 'Writing', 'Technology']",Doctor
258,Student_258,16,8,100,66,71,54,100,79,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Music', 'Arts', 'Reading']",Scientist
259,Student_259,15,10,97,76,88,59,84,86,"['Sanskrit', 'SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi']",Logical,"['Reading', 'Dance', 'Arts']",Government Services
260,Student_260,14,9,86,85,75,77,93,65,"['Science', 'English']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,['Reading'],Teacher
261,Student_261,15,10,71,45,44,47,70,64,"['Science', 'SocialStudies', 'English']","['Mathematics', 'Hindi', 'Sanskrit']",Visual,"['Technology', 'Arts']",Artist
262,Student_262,16,10,42,73,54,60,43,60,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Technology', 'Music', 'Arts']",Entrepreneur
263,Student_263,14,8,59,68,70,82,71,71,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Writing', 'Dance']",Doctor
264,Student_264,16,9,91,59,49,85,100,60,"['Mathematics', 'English', 'Sanskrit']","['Science', 'Hindi', 'SocialStudies']",Visual,"['Sports', 'Writing', 'Reading']",Artist
265,Student_265,15,9,65,68,89,61,94,41,"['English', 'Hindi']","['Mathematics', 'Science', 'Sanskrit', 'SocialStudies']",Auditory,"['Technology', 'Sports', 'Music']",Artist
266,Student_266,14,9,85,48,58,49,56,48,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Reading', 'Arts', 'Writing']",Engineer
267,Student_267,14,10,70,87,100,98,65,61,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,"['Sports', 'Writing']",Government Services
268,Student_268,14,9,86,86,53,41,43,90,"['Mathematics', 'Hindi', 'English']","['Science', 'Sanskrit', 'SocialStudies']",Visual,"['Dance', 'Music', 'Writing']",Government Services
269,Student_269,14,9,84,96,100,93,43,69,"['English', 'Sanskrit']","['Mathematics', 'Science', 'Hindi', 'SocialStudies']",Visual,"['Dance', 'Music']",Doctor
270,Student_270,16,9,74,40,100,44,76,67,"['Mathematics', 'Hindi', 'Science']","['English', 'Sanskrit', 'SocialStudies']",Visual,['Sports'],Engineer
271,Student_271,14,8,88,60,91,70,86,69,"['English', 'Science']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,['Reading'],Artist
272,Student_272,14,10,88,40,93,51,94,94,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,"['Technology', 'Sports', 'Arts']",Entrepreneur
273,Student_273,15,10,52,94,82,44,52,76,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,['Technology'],Doctor
274,Student_274,14,9,97,90,93,87,99,61,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Kinesthetic,['Reading'],Engineer
275,Student_275,14,9,49,47,54,49,88,54,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,['Technology'],Engineer
276,Student_276,15,8,71,96,90,42,91,81,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Writing', 'Dance']",Artist
277,Student_277,16,10,73,45,70,66,81,85,"['Hindi', 'Sanskrit', 'Mathematics']","['Science', 'English', 'SocialStudies']",Visual,"['Dance', 'Writing']",Entrepreneur
278,Student_278,15,8,53,73,78,54,46,80,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Auditory,"['Sports', 'Writing']",Government Services
279,Student_279,14,10,46,64,42,47,47,58,"['Hindi', 'Mathematics']","['Science', 'English', 'Sanskrit', 'SocialStudies']",Logical,"['Reading', 'Music', 'Sports']",Entrepreneur
280,Student_280,14,10,68,77,68,76,100,90,"['Hindi', 'English', 'Mathematics']","['Science', 'Sanskrit', 'SocialStudies']",Visual,['Reading'],Teacher
281,Student_281,14,9,78,80,75,50,87,63,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Arts', 'Sports', 'Writing']",Teacher
282,Student_282,15,8,95,61,92,52,41,73,"['Science', 'Sanskrit']","['Mathematics', 'English', 'Hindi', 'SocialStudies']",Auditory,"['Writing', 'Reading', 'Arts']",Teacher
283,Student_283,14,10,66,53,67,64,97,62,"['English', 'Science', 'Sanskrit']","['Mathematics', 'Hindi', 'SocialStudies']",Logical,"['Sports', 'Writing', 'Music']",Government Services
284,Student_284,16,8,61,58,83,46,97,99,"['Science', 'English', 'SocialStudies']","['Mathematics', 'Hindi', 'Sanskrit']",Kinesthetic,['Writing'],Artist
285,Student_285,15,8,61,100,51,51,78,57,"['SocialStudies', 'Hindi']","['Mathematics', 'Science', 'English', 'Sanskrit']",Logical,"['Reading', 'Sports']",Scientist
286,Student_286,16,10,80,83,88,50,54,95,"['Sanskrit', 'Mathematics']","['Science', 'English', 'Hindi', 'SocialStudies']",Visual,"['Arts', 'Reading', 'Technology']",Doctor
287,Student_287,16,8,53,53,72,55,43,93,"['Sanskrit', 'Hindi', 'Mathematics']","['Science', 'English', 'SocialStudies']",Visual,"['Writing', 'Arts']",Engineer
288,Student_288,14,10,58,57,52,66,68,50,"['Mathematics', 'SocialStudies', 'Hindi']","['Science', 'English', 'Sanskrit']",Auditory,"['Arts', 'Technology', 'Writing']",Entrepreneur
289,Student_289,14,10,44,51,91,77,99,72,"['English', 'Mathematics']","['Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Writing', 'Arts']",Artist
290,Student_290,16,9,74,58,72,85,91,65,"['Hindi', 'SocialStudies', 'Sanskrit']","['Mathematics', 'Science', 'English']",Auditory,['Arts'],Entrepreneur
291,Student_291,15,9,74,88,57,61,91,86,"['SocialStudies', 'Science', 'Hindi']","['Mathematics', 'English', 'Sanskrit']",Logical,['Sports'],Artist
292,Student_292,15,8,71,68,40,51,78,44,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,['Arts'],Entrepreneur
293,Student_293,14,9,92,88,60,94,62,49,"['Mathematics', 'SocialStudies', 'English']","['Science', 'Hindi', 'Sanskrit']",Logical,['Technology'],Government Services
294,Student_294,16,10,77,80,82,74,50,100,"['Science', 'SocialStudies']","['Mathematics', 'English', 'Hindi', 'Sanskrit']",Kinesthetic,['Sports'],Government Services
295,Student_295,15,8,59,40,73,94,47,93,"['Sanskrit', 'Mathematics', 'Science']","['English', 'Hindi', 'SocialStudies']",Visual,"['Music', 'Dance', 'Arts']",Doctor
296,Student_296,16,9,60,98,45,47,71,95,"['Hindi', 'Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'English']",Visual,['Reading'],Teacher
297,Student_297,15,9,91,68,49,53,54,98,"['SocialStudies', 'Mathematics', 'Sanskrit']","['Science', 'English', 'Hindi']",Visual,"['Technology', 'Arts']",Engineer
298,Student_298,16,9,42,40,63,50,97,43,"['Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Hindi']",Visual,"['Music', 'Sports']",Artist
299,Student_299,16,10,53,71,48,52,61,93,"['Sanskrit', 'Hindi', 'Mathematics']","['Science', 'English', 'SocialStudies']",Auditory,"['Writing', 'Music', 'Reading']",Entrepreneur
300,Student_300,16,10,78,54,92,75,73,91,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Reading', 'Arts']",Artist
301,Student_301,16,8,46,87,85,96,79,78,"['SocialStudies', 'Mathematics']","['Science', 'English', 'Hindi', 'Sanskrit']",Kinesthetic,"['Technology', 'Dance']",Artist
302,Student_302,16,8,44,80,52,97,97,74,"['Science', 'English', 'Hindi']","['Mathematics', 'Sanskrit', 'SocialStudies']",Visual,"['Arts', 'Dance']",Scientist
303,Student_303,15,10,89,55,44,46,81,58,"['Mathematics', 'Hindi', 'Sanskrit']","['Science', 'English', 'SocialStudies']",Auditory,['Technology'],Teacher
304,Student_304,16,10,70,74,57,92,89,75,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,['Music'],Engineer
305,Student_305,16,10,98,45,66,95,88,49,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Music', 'Writing', 'Dance']",Entrepreneur
306,Student_306,14,8,75,64,86,77,72,63,"['Hindi', 'Mathematics']","['Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,"['Sports', 'Music']",Doctor
307,Student_307,16,9,90,52,49,46,75,70,"['English', 'Sanskrit']","['Mathematics', 'Science', 'Hindi', 'SocialStudies']",Visual,['Technology'],Artist
308,Student_308,15,9,76,79,67,82,45,82,"['English', 'Hindi']","['Mathematics', 'Science', 'Sanskrit', 'SocialStudies']",Auditory,"['Technology', 'Reading', 'Music']",Engineer
309,Student_309,15,8,98,77,96,71,65,88,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Logical,['Technology'],Engineer
310,Student_310,16,10,69,40,48,86,40,74,"['Hindi', 'Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'English']",Kinesthetic,"['Sports', 'Writing']",Teacher
